#vitesse bande
#f[Hz]	angle[°] vitesse[km/h]	masse[kg]
4.85	18 	2.12	80
4.85	18 	2.11	50
6.07	18 	2.66	80
6.07	18	2.66	50
6.48	18	2.83	80
6.48	18	2.83	50
3.00	22 	1.30	50
3.00	22 	1.33	80
4.00	22 	1.74	50
4.00	22 	1.77	80
5.01	22 	2.20	50
5.00	22 	2.25	80
2.57	26 	1.16	80
3.42	26 	1.53	80
4.28	26 	1.91	80
2.25	30 	1.04	80
3.00	30 	1.37	80
3.00	30 	1.34	50
3.75	30 	1.69	80
3.75	38 	0.85	50
1.83	38 	0.90	80
2.44	38 	1.16	80
2.44	38 	1.12	50
3.05	38 	1.42	80
3.04	38 	1.38	50
