#vitesse bande
#f[Hz]	angle[°] vitesse[km/h]	masse[kg]
6.48	18 	2.62	80
6.48	18 	2.61	50
8.10	18 	3.31	80
8.10	18	3.31	50
4.01	22 	1.63	50
4.01	22 	1.66	80
5.34	22 	2.07	50
5.34	22 	2.21	80
0.00	22 	2.69	50
6.68	22 	2.76	80
3.42	26 	1.42	80
4.57	26 	1.89	80
5.71	26 	2.37	80
3.00	30 	1.27	80
4.00	30 	1.66	50
4.00	30 	1.68	80
5.01	30 	2.07	80
2.44	38 	1.07	80
2.44	38 	1.03	50
3.25	38 	1.40	80
3.25	38 	1.36	50
4.05	38 	1.68	50
4.06	38 	1.74	80
