Alpha_deg,H_flat_mm,H_profile_opt_mm,X_profile_opt_mm,Y_ground_opt_mm,Alpha_inverse_opt
57.71543086172345,2384.730094452649,2384.730094452649,1381.6521364545692,0.0,57.715430861723476
57.895791583166336,2388.648242045971,2388.648242045971,1388.968430689034,0.0,57.89579158316635
58.076152304609224,2392.5433393865137,2392.5433393865137,1396.2970225453196,0.0,58.076152304609245
58.25651302605211,2396.415347877004,2396.415347877004,1403.6378394029916,0.0,58.256513026052104
58.43687374749499,2400.264229148962,2400.264229148962,1410.9908085204772,0.0,58.43687374749501
58.61723446893788,2404.0899450630777,2404.0899450630777,1418.355857035782,0.0,58.6172344689379
58.79759519038077,2407.8924577095922,2407.8924577095922,1425.7329119672168,0.0,58.797595190380775
58.97795591182365,2411.6717294086734,2411.6717294086734,1433.121900214118,0.0,58.97795591182367
59.15831663326654,2415.427722710786,2415.427722710786,1440.5227485575715,0.0,59.158316633266544
59.338677354709425,2419.1604003970674,2419.1604003970674,1447.9353836611401,0.0,59.338677354709446
59.519038076152306,2422.8697254796907,2422.8697254796907,1455.3597320715887,0.0,59.51903807615231
59.699398797595194,2426.555661202238,2426.555661202238,1462.795720219614,0.0,59.699398797595194
59.87975951903808,2430.2181710400587,2430.2181710400587,1470.2432744205703,0.0,59.879759519038096
60.06012024048097,2433.8572187006343,2433.8572187006343,1477.7023208752034,0.0,60.060120240480984
60.24048096192385,2437.4727681239383,2437.4727681239383,1485.172785670379,0.0,60.24048096192387
60.42084168336674,2441.064783482792,2441.064783482792,1492.654594779818,0.0,60.42084168336675
60.60120240480963,2444.6332291832205,2444.6332291832205,1500.1476740648259,0.0,60.601202404809655
60.78156312625251,2448.178069864805,2448.178069864805,1507.6519492750303,0.0,60.78156312625252
60.961923847695395,2451.699270401034,2451.699270401034,1515.1673460491188,0.0,60.961923847695395
61.14228456913828,2455.196795899651,2455.196795899651,1522.6937899155703,0.0,61.14228456913829
61.322645290581164,2458.6706117029985,2458.6706117029985,1530.2312062933963,0.0,61.32264529058118
61.50300601202405,2462.120683388365,2462.120683388365,1537.779520492882,0.0,61.50300601202408
61.68336673346694,2465.546976768321,2465.546976768321,1545.3386577163214,0.0,61.68336673346696
61.86372745490982,2468.949457891065,2468.949457891065,1552.9085430587609,0.0,61.863727454909835
62.04408817635271,2472.328093040752,2472.328093040752,1560.4891015087446,0.0,62.0440881763527
62.2244488977956,2475.682848737834,2475.682848737834,1568.080257949051,0.0,62.224448897795604
62.404809619238485,2479.013691739387,2479.013691739387,1575.6819371574447,0.0,62.40480961923849
62.585170340681366,2482.3205890394447,2482.3205890394447,1583.2940638074153,0.0,62.58517034068139
62.76553106212425,2485.603507869321,2485.603507869321,1590.9165624689272,0.0,62.76553106212426
62.94589178356714,2488.8624156979395,2488.8624156979395,1598.5493576091685,0.0,62.94589178356714
63.12625250501002,2492.0972802321517,2492.0972802321517,1606.1923735932946,0.0,63.12625250501003
63.30661322645291,2495.3080694170594,2495.3080694170594,1613.845534685183,0.0,63.306613226452924
63.4869739478958,2498.4947514363316,2498.4947514363316,1621.508765048181,0.0,63.48697394789581
63.66733466933868,2501.6572947125196,2501.6572947125196,1629.1819887458548,0.0,63.66733466933868
63.84769539078157,2504.7956679073714,2504.7956679073714,1636.865129742749,0.0,63.84769539078158
64.02805611222445,2507.9098399221393,2507.9098399221393,1644.5581119051321,0.0,64.02805611222448
64.20841683366734,2510.999779897891,2510.999779897891,1652.2608590017585,0.0,64.20841683366737
64.38877755511022,2514.0654572158132,2514.0654572158132,1659.973294704614,0.0,64.38877755511024
64.5691382765531,2517.1068414975166,2517.1068414975166,1667.6953425896843,0.0,64.5691382765531
64.749498997996,2520.1239026053368,2520.1239026053368,1675.426926137704,0.0,64.74949899799599
64.92985971943888,2523.1166106426313,2523.1166106426313,1683.167968734914,0.0,64.92985971943888
65.11022044088178,2526.084935954078,2526.084935954078,1690.9183936738286,0.0,65.11022044088179
65.29058116232466,2529.028849125966,2529.028849125966,1698.678124153987,0.0,65.29058116232466
65.47094188376754,2531.9483209864916,2531.9483209864916,1706.4470832827194,0.0,65.47094188376752
65.65130260521043,2534.8433226060433,2534.8433226060433,1714.2251940759077,0.0,65.65130260521042
65.83166332665331,2537.71382529749,2537.71382529749,1722.0123794587469,0.0,65.83166332665333
66.0120240480962,2540.5598006164655,2540.5598006164655,1729.8085622665126,0.0,66.0120240480962
66.19238476953909,2543.3812203616503,2543.3812203616503,1737.613665245321,0.0,66.19238476953912
66.37274549098197,2546.1780565750496,2546.1780565750496,1745.4276110528967,0.0,66.372745490982
66.55310621242485,2548.9502815422734,2548.9502815422734,1753.2503222593405,0.0,66.55310621242488
66.73346693386775,2551.6978677928078,2551.6978677928078,1761.0817213478936,0.0,66.73346693386776
66.91382765531063,2554.4207881002894,2554.4207881002894,1768.9217307157076,0.0,66.91382765531064
67.09418837675351,2557.119015482775,2557.119015482775,1776.7702726746145,0.0,67.09418837675354
67.2745490981964,2559.7925232030066,2559.7925232030066,1784.6272694518943,0.0,67.27454909819639
67.45490981963928,2562.4412847686795,2562.4412847686795,1792.4926431910453,0.0,67.45490981963927
67.63527054108216,2565.065273932704,2565.065273932704,1800.3663159525581,0.0,67.63527054108215
67.81563126252506,2567.6644646934637,2567.6644646934637,1808.248209714689,0.0,67.8156312625251
67.99599198396794,2570.2388312950734,2570.2388312950734,1816.1382463742252,0.0,67.99599198396797
68.17635270541082,2572.788348227637,2572.788348227637,1824.0363477472692,0.0,68.17635270541082
68.35671342685372,2575.3129902275,2575.3129902275,1831.942435570008,0.0,68.35671342685373
68.5370741482966,2577.8127322774944,2577.8127322774944,1839.8564314994862,0.0,68.53707414829661
68.71743486973948,2580.287549607194,2580.287549607194,1847.7782571143891,0.0,68.71743486973949
68.89779559118237,2582.7374176931544,2582.7374176931544,1855.7078339158145,0.0,68.89779559118236
69.07815631262525,2585.1623122591604,2585.1623122591604,1863.6450833280533,0.0,69.07815631262528
69.25851703406815,2587.5622092764615,2587.5622092764615,1871.5899266993642,0.0,69.25851703406818
69.43887775551103,2589.937084964014,2589.937084964014,1879.5422853027587,0.0,69.43887775551102
69.61923847695391,2592.2869157887167,2592.2869157887167,1887.5020803367781,0.0,69.61923847695394
69.7995991983968,2594.61167846564,2594.61167846564,1895.4692329262732,0.0,69.7995991983968
69.97995991983969,2596.9113499582622,2596.9113499582622,1903.4436641231882,0.0,69.9799599198397
70.16032064128257,2599.1859074786935,2599.1859074786935,1911.4252949073434,0.0,70.1603206412826
70.34068136272546,2601.435328487903,2601.435328487903,1919.4140461872146,0.0,70.34068136272552
70.52104208416834,2603.659590695943,2603.659590695943,1927.4098388007205,0.0,70.52104208416837
