X_local_mm,Y_height_mm,Z_mm
0.0,0.0,0.0
1.1560068293656514,0.0002534685995669861,0.0
2.3120220754176444,0.001013876875731512,0.0
3.4680455158472796,0.0022812284710198583,0.0
4.624076928347222,0.004055526928823383,0.0
5.780116090609681,0.006336775697491248,0.0
6.936162780322775,0.009124978125328198,0.0
8.092216775171892,0.012420137466506276,0.0
9.248277852844694,0.016222256875153107,0.0
10.404345791027936,0.020531339408080385,0.0
11.560420367400638,0.025347388024783868,0.0
12.716501359647282,0.030670405588352878,0.0
13.872588545449162,0.03650039486319656,0.0
15.028681702485756,0.04283735851640813,0.0
16.18478060843472,0.049681299117764866,0.0
17.340885040973717,0.05703221913972811,0.0
18.4969947777804,0.06489012095698854,0.0
19.653109596528793,0.07325500684692088,0.0
20.809229274892914,0.08212687898958393,0.0
21.965353590546783,0.09150573946681106,0.0
23.121482321163512,0.10139159026402922,0.0
24.277615244413482,0.11178443326798515,0.0
25.433752137968895,0.12268427026901918,0.0
26.589892779499223,0.1340911029592462,0.0
27.746036946674394,0.14600493293301042,0.0
28.90218441716206,0.15842576168824962,0.0
30.05833496862988,0.17135359062467614,0.0
31.21448837874823,0.18478842104423165,0.0
32.37064442518158,0.19873025415245138,0.0
33.52680288559668,0.21317909105573563,0.0
34.68296353765936,0.22813493276498775,0.0
35.83912615903637,0.2435977801919762,0.0
36.99529052739172,0.2595676341516082,0.0
38.15145642039079,0.2760444953610204,0.0
39.30762361569805,0.2930283644409428,0.0
40.46379189097706,0.31051924191297076,0.0
41.619961023892756,0.32851712820138346,0.0
42.77613079210869,0.34702202363496326,0.0
43.93230097328933,0.36603392844199334,0.0
45.08847134509779,0.3855528427561694,0.0
46.24464168519671,0.40557876661159753,0.0
47.40081177125239,0.4261116999450678,0.0
48.55698138092657,0.44715164259787343,0.0
49.71315029188236,0.46869859431217265,0.0
50.869318281786036,0.4907525547314435,0.0
52.02548512830117,0.5133135234045767,0.0
53.18165060908996,0.5363814997799636,0.0
54.33781450181914,0.5599564832114083,0.0
55.4939765841541,0.5840384729522157,0.0
56.650136633757484,0.6086274681615578,0.0
57.80629442829786,0.6337234678976529,0.0
58.96244974543879,0.6593264711232223,0.0
60.11860236284929,0.6854364767036714,0.0
61.27475205819428,0.71205348340618,0.0
62.43089860914279,0.7391774899001575,0.0
63.58704179336246,0.7668084947586067,0.0
64.74318138852368,0.7949464964558501,0.0
65.89931717229274,0.8235914933693493,0.0
67.0554489223432,0.8527434837792498,0.0
68.211576416345,0.8824024658679264,0.0
69.36769943196941,0.9125684377199832,0.0
70.52381774689002,0.9432413973227085,0.0
71.67993113877992,0.9744213425660746,0.0
72.83603938531496,1.0061082712427378,0.0
73.99214226417007,1.0383021810475839,0.0
75.14823955302109,1.0710030695768182,0.0
76.30433102954657,1.1042109343316042,0.0
77.46041647142602,1.1379257727148797,0.0
78.61649565633707,1.1721475820295382,0.0
79.77256836196375,1.2068763594852498,0.0
80.92863436598736,1.242112102190731,0.0
82.08469344609057,1.277854807157837,0.0
83.24074537996012,1.314104471302926,0.0
84.39678994528276,1.3508610914427663,0.0
85.55282691974344,1.3881246642968108,0.0
86.70885608103436,1.4258951864885603,0.0
87.864877206845,1.464172654541926,0.0
89.02089007486984,1.5029570648853223,0.0
90.17689446279974,1.5422484138480286,0.0
91.33289014833144,1.5820466976633725,0.0
92.48887690916354,1.6223519124655468,0.0
93.64485452299368,1.6631640542927926,0.0
94.80082276752228,1.7044831190851255,0.0
95.95678142045335,1.7463091026843358,0.0
97.11273025949004,1.788642000836262,0.0
98.26866906233954,1.831481809188972,0.0
99.42459760670863,1.8748285232918533,0.0
100.58051567030907,1.918682138596978,0.0
101.73642303085217,1.9630426504604657,0.0
102.89231946605332,2.0079100541402113,0.0
104.04820475362658,2.053284344795429,0.0
105.20407867129325,2.0991655174902917,0.0
106.35994099677191,2.1455535671889265,0.0
107.5157915077857,2.192448488759055,0.0
108.6716299820605,2.2398502769719926,0.0
109.82745619732441,2.2877589264999187,0.0
110.98326993130559,2.336174431917698,0.0
112.13907096173762,2.3850967877051517,0.0
113.29485906635546,2.4345259882406936,0.0
114.45063402289406,2.48446202780724,0.0
115.60639560909567,2.534904900591755,0.0
116.76214360270069,2.585854600681614,0.0
117.91787778145635,2.637311122067331,0.0
119.07359792310808,2.689274458642558,0.0
120.22930380540629,2.7417446042022675,0.0
121.38499520610594,2.794721552444571,0.0
122.54067190296064,2.8482052969707183,0.0
123.69633367372899,2.902195831283734,0.0
